CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
740,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,1,45,2,20,1,40,2, , , , , , , ,2, ,60,8,6,6,6,1,1,2,1,2,1,2,2,2,1,2,2,4,1,1,1,1,5,5,5,5,2,1,1,5,3,3,5,5,2,2,2,2,2,2,2,1,3,2,2,1,1,1,3,3,3,3,1,2,1,4,3,3,3,3,3,3,2,2,5,1,2,3, ,1,1,2,1,4,2,1,1,3,2,2,5,1,1,1,1,1,1,1,1,1,5,6,1,2,3,4,4,3,3,3,3,3,3,3,1,2,1,2,1,2,2,2,2,2,1,1,2, ,2,2,3,1,4,4,4,5,1,2,1,1,2,1,5, ,1,2,0,3,2,1,1,4,4,6,24.8202040816327,2,7,1,1,3, ,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,42.7,3/8/2019,2019,2,1,.520528001320083,.541747604752506,.600953977011944,0,0,0,.534136949201251,.54147117325712,.368210137073404
741,2,0,4,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1, ,0, , ,3,1,27,2,40,1,20,2, , , , , , , ,1,20,80,1,8,1,7,1,1,1,2,2,2,2,2,2,2,2,2,4,1,1,1,5,5,5,5,5,1,1,1,5,1,3,5,5,5,6,3,1,7,1,1,1,3,3,1,1,2,2,3,3,3,2,1,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1, ,2,1,2,4,5,5,5,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,6,1,4,4,3,3,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1, ,2,1,3,1,4,5,3,5,1,4,2,1,4,1,5, ,2, ,0,1,5,2,1,5,5,7,25.2374567474048,3,8,2,1,1,13,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,4,1,1,20.4,3/19/2019,2019,2,1,1.38965735622595,1.44630748442516,3.63657463637685,0,0,0,1.42598926245501,1.44556949326987,2.22816338115584
742,2,0,14,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,1,26,1,40,2, ,2, , , , , , , ,2, ,40,5,8,3,1,1,2,1,2,2,1,2,2,2,2,2,2,4,2,2,1,1,5,5,4,5,1,2,2,5,2,3,6,6,6,6,3,2,6,6,6,2,1,1,1,2,1,2,4,4,4,4,1,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1, ,1,1,2,5,4,2,1,1,2,3,3,4,1,1,3,1,1,1,1,1,1,2,6,1,1,1,1,4,2,3,3,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1, ,2,2,4,1,1,5,5,4,2,3,2,1,4,1,3,2,2, ,1,1,3,1,1,6,6,7,24.886474609375,2,6,2,1,1,10,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,1,53.8,3/23/2019,2019,2,1,1.38965735622595,1.44630748442516,3.63657463637685,0,0,0,1.42598926245501,1.44556949326987,2.22816338115584
743,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,21,2,35,2, ,2, , , , , , , ,2, ,35,8,7,3,7,2,1,2,2,2,1,1,2,2,2,2,2,4,1,1,1,1,5,5,5,5,4,1,1,5,2,2,5,5,3,7,5,1,3,3,5,2,1,1,1,1,1,1,3,3,1,3,1,2,1,4,1,3,2,1,1,1,1,1,1,1,1,1, ,4,3,4,4,4, ,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,4, ,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1, ,2,5,6,5,3,5,1,1,2,4,2,5, ,1,2,0,2,5,1,1,5,5,6,27.3659169550173,3,4,1,2,0,4,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,3,4,1,1,69,6/7/2019,2019,2,2,.527366154602833,.519558990031795,1.29262240127221,.516860725277564,.519770676110846,2.60743762918801,0,0,0
744, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,29,2,50,2, ,2, , , , , , , ,2, ,50,8,7,7,7,2,1,2,1,1,2,1,2,1,2,2,1,4,1,1,1,2,5,4,1,3,1,2,1,3,1,3,6,4,3,4,2,1,7,7,5,1,3,3,1,1,1,2,3,4,3,2,1,2,1,3,4,4,3,1,2,2,1,2,3,1,1,1, ,1,1,1,5,4,2,1,1,1,3,4,2,1,1,3,1,1,3,1,1,1,3,7,5,1,3,1,2,2,2,3,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2, ,2,2,4,1,1,5,4,5,4,6,1,1,4,1,4,2,2, ,2,5,5,1,1,5,5,6,27.7999614197531,3,12,2,1,1,12,1,3,3, , , , , , , , , , , , ,3,5,4,1,24,5/13/2020,2020,1,1,.16205246688297,.170807369750952,.744120378199483,.158824290931659,.170876962507635,1.50101643979969,0,0,0
745, , ,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2, ,1, , ,4,2,16,2,50,2, ,2, , , , , , , ,2, ,50,7,8,8,8,1,1,1,1,1,2,2,1,1,2,1,1,4,1,1,1,2,5,5,2,4,1, , , ,2,3,5,5,5,6,3,1,7,7,5,1,3,3,2,1,2,3,3,4,2,3,1,4,2,3,4,4,2,1,4,2,3,2,1,1,1,2, ,1,1,2,4,5,1,1,1,2,3,3,4,2,1,2,1,1,2,1,1,1,3,7,4,1,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,1,2,1,1,2,1, ,2,3,4,1,1,6,4,6,3,5,2,1,5,1,5, ,2, ,2,2,4,1,1, ,6,7,23.6274556213018,2,1,2,1,1,12,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,5,4,1,34.8,5/26/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
746, , ,14,2,1,2, , , , , , , , , , , , , , , , , , , ,0, , ,3,2,29,2,55,2, ,2, , , , , , , ,2, ,55,5,8,8,7,1,1,2,2,2,2,2,1,2,2,2,2,4,2,1,1,2,3,2,2,3,1,1,1,3,1,3,6,5,4,3,2,1,7,7,5,1,3,2,1,2,1,1,4,4,3,3,1,3,1,3,4,4,2,1,2,1,2,3,1,1,1,1, ,1,1,1,3,3,3,2,1,2,2,3,4,1,1,1,1,1,1,1,1,1,5,7,6,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1, ,2,2,4,1,1,6,5,6,2,2,1,1,4,1,5, ,1,2,0,1,5,1,1,5,5,6,24.3897959183673,2,9,2,1,1,9,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,5,4,1,39.9,2/9/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
747, , ,14,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0, , ,4,2,25,2,45,2, ,2, , , , , , , ,2, ,45,1,3,4,1,1,1,1,1,1,1,1,2,2,1,2,2,4,2,2,1,2,5,5,2,3,1,1,3,5,1,3,4,5,7,1,1,1,7,7,6,1,2,2,1,1,1,2,4,4,2,2,1,3,1,4,4,4,2,1,2,1,1,2,3, ,2,1, ,2,1,5,5,5,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,4,7,6,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,4,1,1,6,3,5,4,2,2,1,5,1,5, ,2, ,3,1,5,1,1,6,6,6,25.1273851115292,3,7,2,2,0,9,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,1,43.8,3/4/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
748, , ,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,0, , ,4,2,13,2,60,2, ,2, , , , , , , ,2, ,60,3,8,7,7,1,1,2,1,1,2,1,1,2,2,2,2,4,1,1,2,2,4,4,4,4,2,1,1,4,4,2,6,5,4,4,4,6,7,7,4,1,3,4, ,1, ,3,4,4,4,2,1,4,1,4,4,4,3,3,2,2,2,3,3,1,1,2,3,2,2,4,3,4,3,2,1,1,2,1,2,1,3,3,1,1,1,3,1,1,4,6,4,2,1,2,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,4,1,1,6,4,5,3,4,1,1,6,1,5, ,2, ,2,2,4,1,1,6,6,6,21.0194830246914,2,7,2,2,0,8,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,1,44.8,2/13/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
749, , ,6,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2, ,0, , ,5,1,0,1,45,2, ,2, , , , , , , ,2, ,45,1,5,3,7,1,1,1,1,1,2,2,1,2,2,2,1,4,1,1,1,2,1,1,1,1,1,2,2,4,1,3,3,4,4,4,2,1,7,7,5,1,2,2,1,1,1,2,3,3,3,3,1,3,1,3,4,4,4,1,2,2,2,2,1,1,1,2, ,1,1,3,5,5,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,3,7,6,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1, ,2,1,5,1,1,5,5,5,4,1,1,1,4,1,3,1,2, ,0,4,4,2,2,6,6,5,32.280612244898,4,7,2,1, ,11,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,5,4,1,44.9,2/13/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
750, , ,5,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,0, , ,5,2,20,2,45,2, ,2, , , , , , , ,2, ,45,1,8,2,4,1,1,1,1,1,2,1,2,2,2,1,1,3,1,2,2,3,5,4,4,5,1,1,1,5,4,3,6,4,4,6,5,1,7,7,6,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,3,4,3,2,3,3,2,3,3,1,3,2, ,3,3,3,2,3,2,2,1,1,2,2,3,3,2,2,2,2,2,1,2,2,1,5,5,3,3,6,5,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2, ,2,1,3,1,2,2,3,2,1,2,1,1,5,1,5, ,2, ,4,3,2,2,2,3,3,3,27.2162162162162,3,7,2,2,0,10,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,1,53.8,2/19/2019,2019,2,1,.446089099903107,.445235535016825,1.64269573732415,0,0,0,.457751879418412,.445008349656587,1.00649508239796
751, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,34,1,50,2, ,2, , , , , , , ,2, ,50,8,8,5,5,2,1,2,1,2,2,1,1,2,2,1,1,4,3,3,1,2,5,5,1,2,1,1,1,2,1,3,6,5,7,4,1,1,7,7,5,1,2,2,1,1,1,1,3,4,4,4,1,3,1,4,4,4,3,2,1,1,2,2,1,1,1,1, ,1,1,4,5,5, , ,1,2,3,3,4,1,1,1,1,1,1,1,1,1,3,7,5,1,3,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2, ,2,2,3,1,1,2,3,6,2,6,1,1,4,1,5, ,2, ,0,2,4,2,1,5,5,7,29.1560570987654,3,10,2,1,8,13,1,5,3,0,0,0,1,0,0,1,0,0,0,0,0,3,3,4,1,25.3,3/20/2019,2019,2,1,.167180389064942,.176212328509295,.162391100388326,.163850062030179,.176284123430792,.327570267528267,0,0,0
752, , ,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,13,1,55,2, ,2, , , , , , , ,2, ,55,6,3,6,3,1,1,2,1,2,1,1,2,2,2,2,2,3,2,2,1,2,5,5,5,5,2,1,1,5,5,2,5,5,1,7,6,1,7,6,1,1,2,3,2,1,1,2,4,4,4,4,2,3,3,4,4,4,4,1,1,1,2,2,3,1,1,2, ,3,3,5,2,3,1,1,2,2,2,2,5,3,1,3,3,1,1,1,1,1,3,7,4,3,2,6,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,5,3,6,2,6,1,1,6,1,5, ,2, ,2,4,3,1,2,4,4,3,20.3726530612245,2,8,2,1,1,9,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,1,30.1,3/15/2019,2019,2,1,.460204961478857,.459324386733372,.358489266256552,0,0,0,.472236793233417,.459090012412234,.219649735116148
753,1,0,4,2,1, , , , , , , , , , , , , , , , , , , , ,0, , , ,2,50,1,50,2, ,2, , , , , , , ,2, ,50,1,8,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,1,1,1,5,5,5,4,1,1,1,5,1,3,5,6,2,7,5,1,7,5,6,2,1,2,1,1,1,1,3,2,3,2,1,4,2,4,4,4,4,1,1,1,2,1,1,2,2,2, ,1,3,3,5,5,3,1,3,3, ,3,6,2,2,2,2,2,2,2,2,2,1,7,1,2,2,7,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,2,4,2,2,5,2,3,2,1,1,2,1,2,1,4,2,1,2,0,2,4,1,1,5,6,6,27.4058810425485,3,6,2,2,0,6,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,1, ,7/25/2019,2019,2,3,.358969637549839,.373603227546478,1.24330044165746,0,0,0,.368354721687384,.373412593203168,.761781839471908
754, ,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,50,2,55,2, ,2, , , , , , , ,2, ,55,8,8,6,8,1,1, ,1, ,1, ,1, ,1, , ,4,1,1,1,1,5,5,5,5,1,1,1,5, ,3,5,5,6,6,6,3,3,2,1,1,3,3,2,1,1,2,4,3,1,2,1,2,3,4,4,4,3,1,2,3,2,3,4,2,2,3, ,1,1, , ,5, ,1,1,3,4,2,6, , , , , , , , , , , , , , , , ,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1, ,2,1,3,1,4,2,6,5,2,1,1,1,2,1,3,2,1,2,0,2,5,1,1,6,6,7,32.5462962962963,4,6,1,2,0, ,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1, ,7/30/2019,2019,2,3,.136226701154562,.134209991766596,.441931807564729,.13351298892881,.134264673501435,.891451071438369,0,0,0
755, ,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,6,2,60,2, ,2, , , , , , , ,2, ,60,8,7,8,8,1,1,1,1,1,1,2,2,2,1,2,2,4,2,1,1,2,5,5,5,5,1,1,1,5,4,2,6,6,1,7,3,1,1,1,1,1,3,3,1,1,1,5,4,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1, ,1,2,5,4,4,1,1,1,1,4,3,6,1,1,2,2,2,2,1,1,1,5,7,1,2,4,5,5,1,3,3,3,2,1,3,1,1,1,2,2,1,1,2,1,1,1,2,1, ,2,2,3,1,3,6,4,6,5,1,1,1,6,1,5, ,1,2,0,2,4,1,2,4,4,6,25.102162269391,3,5,1,1,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,23.6,5/22/2019,2019,2,1,.358969637549839,.373603227546478,1.24330044165746,0,0,0,.368354721687384,.373412593203168,.761781839471908
756, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,1, ,1,21,1,50,2, ,2, , , , , , , ,2, ,50,5,7,4,8,1,1,1,1,1,2,2,1,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,1,6,6,1,7,7,1,1,1,1,1,4,3,2,2,3,3,4,2,2,4,1,2,2,4,4,2,4,2,2,2,3,2,3,1,1,3, ,5,4,5,1,1,1,1,1,3,3,1,5,1,1,1,1,1,1,1,1,1,4,7,1,2,1, ,5,1,3,3,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1, ,2,2,3,1,3,4,5,6,2,2,1,1,4,1,5, ,2, ,0,1,5,1,1,5,6,6,26.4709181220958,3,8,2,1,1,8,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1, ,11/19/2019,2019,2,3,.591719058098427,.63355711354584,1.16531038840288,.57993168287343,.63381524635423,2.35062780392392,0,0,0
757, , ,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2, ,0, , ,5,2,19,2,50,2, ,2, , , , , , , ,2, ,50,8,8,7,8,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,7,1,2,1,1,1,2,2,1,2,1,3,3,2,2,2,1,3,1,4,2,3,3, ,2,3,4,3,4,3,4,2, ,4,4,5,1,1,1,1,2,2,3,2,4,1,1,3,1,1,1,1,1,1,4,6,3,2,3,5,5,3,3,3,3,3,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1, ,1, ,4,1,3,5,5,6,5,6,1,1,6,1,5, ,2, ,3,2,5,1,2,5,5,6,27.8912914104344,3,8,2,1,2,8,2,0,3, , , , , , , , , , , , ,4,4,2,1,20.9,3/9/2019,2019,2,1,2.65888748701024,2.64079358311667,3.39314992025274,0,0,0,2.72840278905133,2.63944609489008,2.07901477490686
758, , ,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2, ,1, , ,5,2,22,1,50,2, ,2, , , , , , , ,2, ,50,3,8,3,8,1,1,1,2,2,2,2,1,2,2,2,2,4,1,2,1,1,5,5,5,2,1,1,1,5,5,2,6,6,1,7,6,2,1,1,1,1,5,1,3,1,3,3,3,1,1,2,1,3,2,3,1,2,4,1,1,1,2,4,2,1,1,3, ,5,4,5,1,1,1,1,2,1,2,2,6,1,1,1,1,3,1,1,1,1,2,5,1,1,2,5,6,1,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1, ,2,2,3,1,2,3,5,5,5,5,1,1,4,1,5, ,2, ,1,2,5,1,1,6,6,6,30.3415274910865,4,8,2,2,0,8,2,0,3, , , , , , , , , , , , ,4,4,2,1,24.3,2/28/2019,2019,2,1,2.65888748701024,2.64079358311667,3.39314992025274,0,0,0,2.72840278905133,2.63944609489008,2.07901477490686
759, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,3,2, ,2,37,2,48,2, ,2, , , , , , , ,2, ,48,6,5,6,6,1,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,3,5,5,5,4,1,1,1,5,5,2,5,5,1,7,5,1,7,1,1,1,5,5,1,2,1,3,4,3,3,3, ,4,3,4,4,4,4,5,2,4,2,3,4,1,1,4, ,2,1,5,2,4,1,1,1,1,3,2,5,1,3,1,3,1,3,3,1,1,5,7,1,1,4,3,5,3,3,3,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1, ,2,1,4,1,1,5,6,5,2,2,1,1,4,1,5, ,2, ,1,1,4,2,3,4,4,1,22.3378378378378,2,10,2,2,0,13,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,4,2,5,32.2,3/12/2020,2020,2,1,.167086237483368,.17890022787738,.526485873682657,.163757786000871,.17897311794089,1.06201089887115,0,0,0
760, , ,6,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0, , ,5,1,4,2,40,2, ,2, , , , , , , ,2, ,40,1,8,6,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,4,4,4,3,3,3,1,3,5,3,3,4,4,3,1,3,1,7,6,5,1,3,5,1,1,1,3,3,3,3,3,1,4,2,4,4,2,4,1,1,1,1,1,1,1,1,1, ,3,3,3,3,4,3,2,1,4,3,3,2,3,1,1,1,1,1,1,1,1,3,6,6,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,4,1,1,2,1,4,4,5,2,2,7,1,3,2,2, ,0,1,5,2,2,4,4,5,27.9536094674556,3,7,2,2,0,9,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,5,32.8,6/5/2019,2019,2,1,.750801414988814,.745692162072949,1.53302117451208,0,0,0,.770430747704399,.745311666067703,.939296449305807
761, , ,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1, , ,4,1,25,1,50,2, ,2, , , , , , , ,2, ,50,1,7,8,8,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,5,5,5,5,1,1,4,5,1,2,6,6,1,2,2,1,7, ,2,1,4,5,1,2,1,1,4,2,2,2,1,3,2,3,3,4,1,1,1,1,1,1,1,1, ,1, ,3,3,5,1,5,5,5,1,3,1,1,4,2,2,2,2, , , , ,1,5,4,1,2,1,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1, ,1,4,1,2,2,2,1,2, ,4,1,4,2,3,2, ,2,4,1,1,5,5,4, , ,7,2,2,0,7,1,5,2, , , , , , , , , , , , ,3,4,2,5,49.8,6/5/2019,2019,2,1,.750801414988814,.745692162072949,1.53302117451208,0,0,0,.770430747704399,.745311666067703,.939296449305807
762, , ,6,2,1, , , , , , , , , , , , , , , , , , , , ,0, , , ,2,12,2,50,2, ,2, , , , , , , ,2, ,50,4,6,6,6,1,2,2,1,1,2,1,2,1,1,1,1,4,1,1,1,1,5,5,5,5,1,1,1,5,4,2,6,6,1,7,6,1,1,1,1,1,3,3,2,2,2,2,4,4,4,4,4,4,2,4,4,2,4,1,1,1,1,2,1,1,1, , ,3,3,5,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,2,1,4,7,2,4,1,5,5,1,3,3,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1, ,2,1,4,1,4,4,2,5,5,5,1,1,6,1,3,2,2, ,0,4,4,1,1,6,6,6,35.8673469387755,4,7,1,2,0,9,1,7,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,5,29.1,5/3/2019,2019,2,1,1.89644610068527,1.88354066047662,.880057196408252,0,0,0,1.94602774870078,1.88257956723536,.539219296847215
763, , ,2,2,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,2,49, ,40,2, ,2, , , , , , , ,2, ,40,3,2,8,6,2,2,1,2,2,2,2,2,2, ,2,2,3,2,1,1,1,5,5,5,5,2,1,1,5,5,2,5,5,1,7,7,1,3,1,1,1,2,1,1,1,1,1,4,3,3, ,2,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1, ,3,5,5,1,1,1,1,1,4,2, ,6,2,2,2,2,2,2,1,1,1,3,4,1,4,3,7,6,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1, ,2,3,3,1,2,5,2,5,5,1, ,1,2,1,5, ,2, ,0,4,5,2,1,5,6,7,29.5316110060912,3,6,2,1,6,8,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,5,30.6,5/13/2019,2019,2,1,1.89644610068527,1.88354066047662,.880057196408252,0,0,0,1.94602774870078,1.88257956723536,.539219296847215
764, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,2,15,2,60,2, ,2, , , , , , , ,2, ,60,8,8,5,8,1,2,1,1,2,2,2,1,2,2,2,1,4,2,1,1,1,5,5,5,5,1,1,1,5,3,2,6,6,1,7,6,1,2,1,1,1,3,3,2,3,5,3,3,3,3,3,1,3,2,4,3,4,4,1,1,1,1,1,1,1,1,1, ,3,3,5,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,5,7,7,1,3,6,6,1,2,3,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1, ,2,1,4,1,3,6,6,6,5,6,1,1,6,1,5, ,2, ,2,1,4,1,1,5,6,7, , ,6,1,2,0,8,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,5,62,5/14/2019,2019,2,1,.422042416579923,.451883324666906,.302238279317425,.413635095137415,.452067437368297,.609665639167066,0,0,0
